id,name,screen_name,location,statuses_count,friends_count,followers_count
1212716216025935873,Bartosz Kotłowski,BartoszKotowsk2,,0,19,1
834537654473617409,Barbosa,CarolBarbosa33,Barra do Piraí,5668,1072,663
1213086742519017472,W O L F,JamesGulayan1,,0,21,0
1149996713157025792,Vinicius Acioly Barbosa,viniaciioly,"Magé, Brasil",3,50,19
2972336518,Blood_D🔴,Dxlan_972,,822,79,26
1213083574145933312,Maggy Dube,MaggyDube2,,0,61,0
1188327720339402752,スニーカー,iQJzPcyGTG0WFqD,,7,2,3
1203178331694190593,@yushin_nn,NnYushin,日本 佐賀,0,5,0
1185151032210399233,Toffly YT,TofflyY,,1,12,0
1213070028741808133,Mauricio Sanchez,Maurici42639267,,2,137,0
1213059096821190656,shahin,shahin60161332,,0,51,4
791217728661123072,IKHLAS JWAD,jwadikhlas618,,6,25,4
1212172831716302848,Lush,Lush31964977,Sierra Leone,1,91,6
1213079814476709888,HSAS,ImHar7ey,"Antipolo City, Calabarzon",0,231,8
1213080844287410176,James Harriet Dimapilis,JamesHarrietDi1,,0,24,0
1185415293792768005,e-boy brad 🤠💀,you_big_gaylol,tounging durries with the boys,57,155,5
1213083818363457536,pavel,pavel60944921,,0,11,0
896634770674855938,robert shmurder,bluephat2007,"Fairfax, VA",13,45,2
1212917274014666752,Mamadou,Mamadou12220380,,0,89,1
979715289808908288,琉希,02JgeO0W0bfKPL4,,2,13,4
1213047213032476672,Ale_can05,AleCan05,,0,68,1
1212969761430048769,camila jabif,JabifCamila,,1,61,3
1193396257277956096,R,kynrshni,,441,89,22
1211785001584353280,Samuel Pereira De Souza,Samuel_Pereira4,,75,114,5
1213080221173215232,Conlin Parnell,ConlinParnell,,10,166,3
1213081449265451009,Letto,11Letto,,0,115,3
1213043306650726403,hugo_izquiierdoo,HIzquiierdoo,,0,132,1
706601796609904642,Alex Quattrochio,AlexQ880,"North Windham, ME",13,144,123
1148593069148823552,Diack Fepp Diack,DiackFepp,,14,431,9
1213076505850331137,Aisha Francisco,AishaFrancisco2,,0,98,1
1103920185499475969,Bensalem Raouf,Raouf00242290,,219,331,13
1211603429295976449,Naoki Walker,walker_naoki,,18,56,14
402991468,Toukon Martial Arts,ToukonMA,"North East, England",58,50,50
1213077247281680384,Aylton,Aylton51290181,,0,203,4
1209889985631080450,Mbowa🇺🇬🇺🇬,Mbowa10,"Kampala, Uganda",14,153,0
1213078649731076103,the locker room,thelock01330333,,3,13,2
1213078015271268353,Hugo Eichler,EichlerHugo,Seychelles,6,191,17
1213078029284438016,jojjewallmon,jojjewallmon,,1,11,0
1213074689616011269,John Alexander,JohnDaMemeDog,,1,104,8
1213075997416771591,@DaVid,DaVid46759344,,0,58,0
3232863648,Jacary Varo,Rashawn_Jacary,"Miami, FL",12,52,23
1112766465915146240,𝑇𝑒𝑜 💚 𝑹𝒂𝑽𝒊𝑻𝒂𝑿 💫,RaViTaX_,,3282,224,695
920719430014980096,Kay VanEss,Van_Quarm7,"Accra ,Ghana",1775,574,93
1187453397567524865,JamesB6B,JamesB6B1,,88,42,1
1209150958363709440,Killambie is so cute ❤️,yoKillambie,,722,342,331
4003151254,The Bounty Hunter,tbountyhunter1,JHB,3,24,3
3729012809,jana,janakomp,,4,61,2
1152758104242700290,Myron Nelson,MyronNelson17,,0,334,7
1213077276088131585,Abandokht,Abandokht17,,0,1,0
1213074509151887362,Thomas_vdwiele,VdwieleThomas,,0,35,0
1166037830625312768,Tralha_Ruim 🔥,Samuuhgsa,"Belo Horizonte, Brasil",982,203,143
1213076052139884544,Jaycen_19,19Jaycen,,0,25,0
1133093023066284033,jane,janeBlyth4,"England, United Kingdom",1806,952,79
1212765004522381312,Yo,Yo80077624,,16,79,2
904756437250920448,OriginallyYours,StrongIslandFC,,28767,3334,3967
1195517214658453504,The Natty Man,theNattyManCo,,220,746,67
1031718931948482560,ヒッコ,hiko_gizmo,日本 東京,1032,701,64
1212118701383634944,Belléus Jean David,BelleusD,,4,9,0
272608951,Ashley Bailey,Ashieboo84,London,1266,46,106
15452323,Punnawit,tonpunnawit,,55,986,72
1213072903631040512,Thandi Ndlovu,ThandiN56291110,,0,28,2
1126238713,Derick Elrod,Elrod3388,,10,163,6
1213073018617905152,Matthews09,Matthews091,"Paranaque City, National Capit",5,13,0
1213072073968369664,陈添翼,13KgPbeuafKTzo0,,0,8,0
1213072788447064065,Jonathan,Jonatha74427436,,1,8,1
1091784149591965698,Omar Hernandez,omarhdez42,,25,151,1
1157393874610008070,The Sports Memo,TheSportsMemo,"London, England",14,625,916
1213071266044760064,Falcons Club Outfitters,FalconsClub_,,0,16,0
1213068868186296320,Chinatouch,ChinatouchBNWN,,0,127,0
1120471316904206336,🌹๋֛੭ຳ໋아빠 ᮫ ᩬ໋࣪🌶ִ໋੭̸,jeonjun27662230,"São Paulo, Brasil",450,851,106
1213071399163555842,Tre Faulk,FaulkTre,,0,69,6
1213070801957638144,ichiban.cleaners@gmail.com,CleanersIchiban,,0,29,0
1213071337956102144,MAAH,MAAH99806211,,0,192,18
3049786965,Adarsh Singh Thakur,addy__thakur,"Ujjain, India",104,152,26
1211854129632432131,Mocha🍂☕️🍯,Mocha20269392,,22,27,1
1213068531404656642,YNW Paul,YoungSmallPP,"Los Angeles, CA",2,67,5
1213070792025505801,DonUllesch,DonUllesch,,0,25,0
3374854019,Rich Giannini,TheRichGiannini,"Abington, MA",103,470,226
1213069557390118912,Natt.Slatt,SlattNatt,,0,35,2
1197179464259710977,Fama Dièye,FamaDieye3754,,1,416,10
873932767226146816,Detho MASESE,DethoMasese,"Johannesburg, South Africa",48,293,112
1213069007307165696,KickOutKicks,KickOutKicks23,,37,76,11
1096803704492249099,isthistooyoungforme,ittyfm,United Kingdom,7,255,17
1010907219729244160,Oriol Llovet,oriollovet,,13,118,6
1213068662304735233,CJ Hinger,HingerCj,,0,47,0
4834381582,きみの声しゅきしゅきｽﾊﾟｲﾗﾙ,_the_fool_world,compassぐーるぐる,79,67,7
1212629894774964224,Pedro Quintas,PedroQu21898574,,0,59,3
826927828235120645,iae branquin ⚽🏆,elieldarick7,,1717,288,253
1210145899223146496,Ali Jibrin Ali,AliJibrinAli2,"Mubi, Nigeria",16,817,42
1178034395334135808,Maziar,Maziar78383048,,2,22,1
1208224235962810368,Toriaaa,Toriaaa9,,8,97,2
935829802820530176,Abdiraj,Abdiab2808,,0,61,0
1213067071619129345,Adam Cooper,AdamCoo67307676,,0,30,1
1213066792257503232,paraweesai,paraweesai,,0,28,1
1212626361501642753,Spectre21,Spectre211,,3,39,7
1213067220437200896,Vasiliki,Vasilik90312137,,0,17,1
383435728,Pietro Sonnino,PietroSonninoSo,,10,202,2
1213067100765356032,Lucifer good good,Lucifergoodgoo1,,0,5,0
1002088699692109825,James Cheal,jamesscheal,,0,26,2
1213065128632958978,熙熙,u7SOWhUDjwcaBKj,,0,26,0
829520694530576384,houard,shi_howard02,wapol,2268,277,163
1213065446359846913,Mohammed Bazine,mohammed_bazine,,0,25,1
1213065781308583938,Nabil Akhtar,NabilAkhtar12,,0,13,0
1183867980653977600,DuRaN Da SiLvA,duranjoga10,"São Paulo, Brasil",282,343,14
1213062892498481153,Jon Beck,JonBeck71820778,,0,85,1
2450106780,DRO100,Calim081,Mexico,1,65,5
2747638402,julien kelvin nimako osei pele,juliennimako1,"East Point, GA",7,903,38
1212638864482811904,木村国利,uDhbJEBxW8i8sfY,,1,55,12
1170997078258081798,محمد صلاح شلبي,1xPjInE3nJEuobE,,6,355,6
1212692097586778112,Rose,Rose02945429,,0,94,0
1213060400851193857,Millie,Millie29261060,,0,59,2
1213062364414660610,Edward Sjava,EdwardSjava,,9,43,3
1129016151269367808,Sue Schlinger,SchlingerSue,,36,326,22
1213053882919600135,siJETROto,JetroPoging,,3,23,1
1213063439473504256,Mark,Mark56876510,,0,35,0
1213062959166935040,filipai,filipai1,,0,10,1
1110875889464733697,mewan jerius,ousbornson,India,7,765,71
1212841091667349505,Felipe Melgarejo,FelipeMelgare11,,17,165,6
1212816964743127042,HighBizzare,BizzareHigh,,0,1,0
1213061271882330112,Mathews,Mathews15058248,South Africa,0,42,1
826607024,Yuhui Chen,aenm520,,7,17,14
1213061477914959872,mikeeel,mikeeel16,,0,34,3
1212892394028335104,Flávio,Flvio82350172,,0,9,2
1208774363950075905,Rhema Matunga,MatungaRhema,,5,7,0
1213061799399981057,jhojho,jhojho94200925,,0,17,0
105537559,Ｑtetsu,Qtetsu,浜松,1087,147,97
1213034344266076160,Kenpi,jmkwsapphire26,,0,38,1
1213058760115048448,Jupiterboy,Jupiterboy10,,1,25,1
885821266439143430,Carsh de Castigo👹,CarshGomes1,Sal Cabo Verde,50,197,99
1213060805035343872,Azdine El,AzdineEl7,,0,60,0
1134608673647529984,😁,AlexanderMiln20,,5,300,46
1213058752913367040,Richard Espiel Gonzales,itsRichardGnzls,,0,149,1
1189304145058160644,gui 🥳🎆,demellog12,"Volta Redonda, Brasil",1346,147,49
1125378368524804097,Siddhant Salil,SiddhantSalil,"Bengaluru, India",73,146,30
29794232,noofynate #FTK 💙,noofynate,Newfoundland and Labrador,9451,1546,650
1213059403819077632,l2el3ornZ_RP,L2el3ornzR,,17,35,0
1210210610471792641,kuntekk,kuntekk,,2,14,4
1634898296,polpol,paula0173330071,,640,142,89
1213059349507006464,Kyrie,kayrakanibir,in space,0,91,12
1213058778842550272,Black Elon Musk,MagickMan47,Netherrealm,3,85,6
1198205362815430656,Candy,Candy20191104,東京都墨田区江東橋3-5-8　Kビル3A,8,60,3
1213059039510196225,Ali.i786,ali_i786,,0,32,4
1179478208883896320,c jujujul,ju_lrxx,France,652,123,67
1212546520723030016,Ali Sadek,aliSade77619484,"الدقهلية, مصر",0,815,13
895466176356257793,Deacon Diesel,DKnucklesII,United States,231,397,46
1213050477090263040,Alexandre,brs_alexandre,,0,15,3
1212715994558255105,Dylan Howe,DylanHo10085319,,5,24,0
952062550329327617,Pau🌙,teo_pooleen,Daplin karsada,3989,259,278
1213057549089398784,ツムツム代行/roxel,xI2iVCagRZhnp9O,,3,61,19
1145482024486100993,Ahmed Hamdoun,AhmedHamdoun11,,14,341,23
1212803079407423488,Sylvie Rochon,SylvieRochon6,quimper,9,355,12
1213057033517203457,Destiny Sky,Destiny42681000,,1,6,0
4877063314,Payton South,PaytonSouth,,1078,304,28
1177977530,kakaka,446462066,東京 中央区,111,68,14
1209124979884707842,soma,soma59577822,,15,88,12
1213056322012209153,Tomjoklein@gmail.com,tomjoklein,,0,23,0
899694840,melissa machale,melissamachale,ireland,27,65,20
831496832123543552,عَقْرُوّبَه,omiimalasheen,Egypt,333,1039,258
1211275584417878017,Iliass Sja,IliassSja,,0,39,5
1210453884734455808,B/R,BR82660141,,0,144,1
1163760962714734594,りょーま,hz7z2CnMsbjzE34,,5,16,1
1213055226627809280,naufal faris,naufalf79633319,,0,45,7
1183731389532950528,Marco,Marco38499356,,3,42,0
1213053564236353542,Jay Evans,JayEvan59658742,,0,70,3
3254528755,Sheng,MaeLugar,,16,63,6
1211413658397339648,saucy_rockafella,RockafellaSaucy,,1,47,3
3912057434,Emma,panrujisakul,,582,266,4
1213053192264568833,itsyaboipercie,JamesSo39752516,,35,88,8
1213050252355194880,Osvaldo Acacio,acacio_osvaldo,,0,110,2
1212607484025700352,有川翔真,8BcHBtCaM3MbR6Z,,0,5,0
1204953895715237889,After,skyandmef,,47,26,3
2663258958,MesSix,jaleed_ahmad,Gotham,14458,118,2747
1128008891533602817,جُـود الـعـدوانـي.,adwaniii77,,91,17,13
117141119,Kebbb,kelbsa,,20001,1068,491
1213051572281700354,Ace Vitor,AceVitor1,Philippines,2,18,0
1916832218,Lendell Townsend,LendellT,,10,307,10
1213049924633255936,clem🇺🇾,clemtennis26,,1,115,20
1209661493844807680,Carlos Rojas,karlitozwayz,"Dade City, FL",12,63,2
1213049393831497729,Federico,Federic80649034,,0,84,1
1212910302250979328,29.jit,29_jit,,0,15,0
1208976186879033344,テキーラ,BXWJhpIr4egqgyF,,1,18,1
1213027657299853313,Ritesh Devarmani,DevarmaniRitesh,"Pune, India",1,45,1
1209264887341338624,Rizky Muhammad,RizkyMu49499952,,0,35,0
1212957862151852033,masa,kobe08masa08,,2,10,0
1213042115736788992,Niloufar,Niloufa67259981,,2,20,0
1205551178840510464,Ibrahim SaiD,Ibrahim36308205,,3,216,4
1213049127342227456,jey,jey24696337,,0,4,0
1165408108157390848,PaBs,garciacd,,3,45,6
1212965016715923456,zhouwenjie,zhouwenjie14,,0,38,0
1213046908597362688,fchrisss,fcchrisss,,1,48,0
1213045624616058880,Jarod Silva,Whiteboy_Jarod,"California, USA",4,68,2
1212965471143616517,ttilexaedd,ttilexaedd,,10,17,1
847994018038284288,Luan💸,khervinpatupat_,$grd🇵🇭,949,269,345
1213047085773119489,Glendam,Glendam73378654,,0,5,0
1213032412294180864,jae,JwithAe,,1,29,2
1212345616459685890,Zaki,Zaki38869892,,0,190,6
1212718357192962053,FRESHWEARS.Inc,freshwears,,3,94,5
1154638922485387265,Jeremiah Diaz,IMJXY23,"West Covina, CA",526,158,50
1213045620870529030,Sajad,Sajad74726927,,1,19,0
1213040662272077824,Simba,Simba08045819,,0,23,0
174495316,Nico VR,Nicoyomix,viña,87,325,70
1212985380443549699,Gil Jr,GilJr31462051,,0,140,2
1213044494372724736,Jay,_jayc0_,,2,211,11
1213043424875573248,yazan,yazan46656505,,0,25,2
1213035508126740480,PrinceThePharaoh,PrinceThePhara1,,0,68,1
1089092913752100864,Lenny Hottot,HottotLenny,"Nevers, France",141,137,86
1213043857379581952,Mpho,Mpho72073612,,0,87,4
1213026876026810368,VC7,nagisa_carola,,4,56,3
1213041179962462208,mikey,mikey78905753,,2,76,1
931123959294132224,Whizzzzx2,whizzzzx2,日本,1568,1332,116
733492557699670017,Enrique Jr Hernandez,Enriquesoccer09,"Houston, TX",1614,966,421
1197719879480070144,Jiayi,lowjiayi030122,,36,61,5
1213020573099380736,jmcalusin__17,17Jmcalusin,,1,65,1
1210148013756289024,Dennis Orellana,CalamityDennis,,1,8,0
1213033235426373632,Senamile,Senamil95582551,,0,24,0
1213038929118519296,Erika,Pastoreerika05,Italia,2,46,3
1213037476203249666,Pillot Etienne,PillotEtienne,,0,53,1
1078258662353727489,Krishna RoY,SunitaR86388751,"Siliguri, India",29,632,5
78040225,Isabella Adewole,bellawalls,"Lagos,Nigeria",944,327,248
1213040476556673024,XMoziezX,MoziezX,,0,34,1
570603483,royo,riseonyourown,Venus,7355,93,911
1213009437260046336,Rajarshi Paul,RajarshiPaul13,"West Bengal, India",1,379,5
1212953400742010880,🙅🏻‍♀,DemonteverdeCB,"Binan City, Calabarzon",33,135,17
1188471790554828801,𝖍𝖙𝖆,maxudagalerosa,,1854,404,82
1090207483748966400,sj_ploychompoo,SPloychompoo,,1,30,0
1213037974155214850,Ryan Carter,ryanjcarter17,,0,68,7
1213037823529381888,Lindo_mingoh,LindoMingoh,,2,106,10
1213033785064747008,viviantolivaxx,viviantolivaxx,"London, United Kingdom ",0,96,15
1181927329343266816,メ,jericooohhh,,59,520,46
1030966498259619843,Veronika0101,Veronik88519198,,62,74,3
254525324,Yaasir,awesomenigaa,ANYWHERE-__-,901,475,107
847791113679261696,りく,qqoh3Pykl8yiDWP,ポッカーン。,0,94,104
977655072602640384,🅰7med sherif Elemam,ElemamSherif,"القاهرة, المنصوره ،دكرنس",20,755,62
1213036283485810689,Benyahiaiheb,benyahiaiheb,,0,85,1
1211499885251289088,goons,goonsbaboons,,6,25,2
1213036802832920577,dylantrainer,dylantrainer5,,0,65,2
1213035151686418437,TrusteeNicodemus,TrusteeNicodem1,,3,101,2
593980322,Malik,MalikClarke_,Canada,58,256,171
1213033295690092545,林義倫,tom88115g,"台南市, 台灣",2,14,0
1213035482772168704,KIENNE,Kienne_69,,4,32,2
1020965098288844800,notchetbrobuddy,Avebi_,"Marysville, WA",6,186,6
1660771111,manon 🐽,man_tatoued,"Toulouse, France ",6639,22,301
1213035202835910656,lowry,lowry06974571,,0,120,0
1210488105607794688,RichPeter,RichPeter14,United Kingdom,9,131,5
888842064032522240,Lonelyman,Lonelynewza,"กรุงเทพมหานคร, ประเทศไทย",6013,1252,93
1211577593427714049,Wiem,Wiem51114887,,4,48,0
1208358083195326464,YUTO,YUTO23792645,,1,16,1
1140776943903805442,lindeng98,kendeng1029,People's Republic of China,27,89,2
1212684569436028929,L.O.N.E.R,LONER54727805,the promised land,34,74,5
1213034520741498881,David,David51645015,,0,52,1
1209154961487147009,Dherry Ivah,DherryIvah,,0,90,2
82394345,ن Marcos Damian ن,mdberrutti,"Misionero, Teacher y Músico",4878,11866,12131
176686575,Yánni Huang ♉,y8nni,Singapore,10592,158,116
1212454983573991424,mehmet.kilcceker,kilcceker,,0,14,2
829083310626316288,Neo Wang,Chanfychen,"上海, 中华人民共和国",7,51,1
1113096794840465408,Bildozr.. ⚓🔥,ZiadRabea5,,49,1012,75
1162385339320807429,Mntatheer Iraqi,GZE5jTORP7Lafe7,,0,198,2
1210544285277401088,محمد اشتيوي,JAehKPe5fMV8W6j,,0,17,0
1154041272480309249,Real Leather - Stay Different,_Real_leather_,United Kingdom,58,98,47
993081449354952704,きょーこ,WWEandHAPPY,,1696,693,35
1213032401170944001,Gui🥶🔥,Guilher92586434,"Tampa, FL",2,39,4
1213027805618814976,🦋,syuhaidah00,,55,79,1
1191587225164795904,Cam,BWAgl1zzy,,2,61,6
1626032227,Samčo,putnamsamko,"Eyemouth, Scotland",795,93,36
907110992743604225,frankie,gbGSNqVkEDYcFlT,,0,139,2
1167595623547146240,BRO?!?!,niggaoffperc,,0,35,3
755889777572913153,ﾑﾑ尺の刀,mercedsfinestt,"Merced, CA",366,496,102
1213030526006677504,Phums,Phums15,,1,40,9
1191893521029951488,Cjay,thatkidslime,highest in the room,11,114,6
1205778085309632518,Juhst,juhstjay,,7,117,4
1160489386980663297,Amir Khalil,miasanmia47,,0,127,2
91720240,しろいめぐ,shiromeg1984,福岡県福岡市,34164,1577,991
1106582343358259200,Mohammed Awal,Ozil_jnr1,Ghana,142,677,81
1205105377420836864,JIWO,rjrIII21,,174,235,22
1212779301243772928,_mr__kuetch ✌🏾,EpohKuetche,,0,291,16
1212879637178503168,Omar,Omar93324638,,0,202,0
1207784423736958977,Fahad,Fahad43722107,,11,90,5
1212912252023492613,Abdoul,abdoul_djoumoi,,0,9,1
1213028530197430273,bailey,bailey65640485,,0,68,1
1213027426264969216,Brutaldroid,brtldrd,,3,33,6
1213024415375491072,João Paulo de Souza Gonçalves,JooPaul12598772,,29,401,5
1090653139756298247,ben.fey,benfey6,"Lorraine, France",195,159,63
1212635816855392257,S t e v e♧👽,stevenash132,,19,124,29
1213028471296819200,Alexandr,Alexand82267764,,0,15,0
705773913276428288,Neyko,timmy950170,Taiwan,46,22,14
1211924321402146816,Se,sevvalmiydii,,15,163,16
1211112881984438273,temmykarmal,temmy77k,indonesia,141,176,6
3695327172,abdou salama,abdousalama59,,193,1374,170
1213023040960778240,TAKE_FLIGHT69💚💔💯🥀,Jacob29472808,,0,66,5
1213026071987154944,timthegoat,timthegoat2,,2,37,5
1373431237,Kyle Davis,thevibiest,,587,153,172
1013451945971994626,Flore Clvn,ClvnFlore,"Nice, France",1,25,4
1212643142802923522,Aitor Azcoitia,AzcoitiaAitor,,2,13,7
1066849822513266689,Jakoby Taylor,TaylorJakoby,,9,235,8
502931012,Tammy Jadrijevich,TammyJadrijevic,,75,171,41
1212935227544199169,Ritom Richie,RichieRitom,,1,12,0
1209099336421916672,Ryan Silva,RyanSil08847925,,0,32,1
1733301642,Mr Muldrow,mmuldro1,"san diego, CA",14,73,19
1213023500748771329,Elmar,Elmar14324659,,0,35,1
1143056291071287297,😉,SyahirIzzat3,"Pendang, Kedah",12,40,15
1207870802344853504,Niruth,Niruth40429272,,1,15,1
1213021868992548864,chris,noscuff,"Charlotte, NC",0,58,5
1213021661663940608,Saul Rojas,SaulRoj24834856,,0,30,0
1213024315236503552,VICTORIA,VICTORI36387726,,5,31,2
900771445000740864,myoko,Akhirolevi062,"Las Pinas City, National Capit",33,508,8
2846395783,Dest🧸,chishygirl,"Chicago, IL",27,129,41
1208796521174487040,DAN,DAN09532888,,1,14,1
1213022459890294785,Jocelyn Muñoz,Jocelyn43092968,,0,54,0
1213021388111376384,Willy,Willy53327137,,0,20,1
1015437127021035521,Vardaan Singh Beesla,VBeesla,,12,65,1
1169834818881765376,🔰MadJrnyMan🔰🇾🇪🇱🇧🇦🇺,MadJrnyMan,"New South Wales, Australia",301,256,14
1142574553480273921,Martín Rojas Cameron,Martinrojascn,San Pedro Garza García,1030,214,54
1213008937995292672,大五郎,vUWqJWKyJ9yt6WD,,0,30,3
1212820900799627270,Motheo Mangena,MotheoMangena,,0,117,5
1197810197114294273,Vusimuzi Dlamini,VusimuziDlamin5,,0,169,9
980641946850021376,Kaden Shaffer,KadenShaffer2,,1,147,1
810891989486927872,anushka,billloranii,"Pune, India",1839,463,307
1106537837845831683,Ayban💀,Ivan_cute12,,493,284,27
2718102255,𝗠𝗔𝗛𝗠𝗢𝗨𝗗 𝗘𝗟𝗕𝗔𝗡𝗡𝗔,2mkMr,"Alexandria, Egypt",277,838,112
710267907436126208,Akash Dobriyal,AkashDobriyal3,INDIA🇮🇳🇮🇳🇮🇳,407,112,15
804764662541729792,Albert Martini,AlbertxMartini,Republic of Croatia,3,46,0
1201535003101945856,Mattia Giampaolo,MattiaGiampaol8,,0,41,1
1213020812011130881,Corey hall,Coreyha34798227,"Grand Rapids, MI",0,14,0
1213016014968909824,GB7,GB754825086,,0,52,1
899809822597537793,nankors,nankors1,,2,112,4
1213016926173089792,Mambo Julião,JuliaoMambo,,14,119,1
1213018200742383616,Alyssa,Alyssa18554924,,0,23,0
1213019162815025152,Lgarza15,Lgarza151,,1,83,2
1512471397,David Barseghyan,DaveBarzz,Wherever God takes me.,3307,140,2333
1213018019892355072,Luis,LJuarez356,"Fort Hood, TX",7,48,2
1212343258329706496,Antonio Riv,AntonioRiv3,,0,32,0
1123211638767677440,Kanhaiya Parauha,KanhaiyaParauha,jabalpur India,7,133,4
946554551120699392,Mehta A,arjavi_m,India,60,56,15
817090595705462786,Cafi,cafietjeni22,France,163,209,4
1213014845764726789,Patrik.Zarl,PatrikZarl,,0,102,0
1213017946445860864,ahmed djebbar,ahmeddjebbar10,,0,26,0
1213018302114480129,Isaias M. A. Gomez,IMAG_Est1992,"Schertz, TX",1,93,5
2878789777,Ozzy Quijada,OzzyQ78,,22,684,18
1076626065999712256,B-βrighton,BrightonRaji,"Akure, Nigeria",38,521,78
1211262706960883712,Behdad_mt,BehdadMt,,0,20,4
1212292579892424704,りけみぃ,EbXxZ5OddGP8yRc,,0,9,0
1213014953621196801,Jade,Jade06707659,,0,38,1
1210815549426397184,Evan Reynolds,EReynolds1990,,4,114,1
1213016540938821632,BojackTweets,TweetsBojack,,11,196,3
1212985570529398785,Dan Najib,DanNajib1,,0,45,0
1167481495306588161,Khaled Andrea,KhaledAndrea09,algeria blida,3,67,0
1116720875489751041,にゃる名人,Qw60YJgoNWMxIO0,,322,99,75
406129872,Matthew Perrie,matthew_perrie,"Brisbane, Queensland",13,56,9
1213016764683997185,Ke🩸,kebeentrappin,,0,16,1
1186366677178638337,KingSims27,KingSims27,,89,320,8
1213014841583005696,jovanny perez,jovanny18202713,,0,124,1
1210396064282554369,Mido90 🇦🇹,MidO95O,"Giza, Egypt",38,182,4
60340292,Skate Vibration 🇧🇷,felippedk8,"São Paulo, Brasil",10491,3234,1528
1203014082019962886,Mīğūĕł 🇮🇱❤,M49151121,"Rio de Janeiro, Brasil",35,34,12
1135380605527400448,Mark Wang,MarkWan04320698,,9,39,1
946033200656027654,KaryNguyen,KaryNguyen_twt,"Hồ Chí Minh, Việt Nam",987,137,10
1213006288151441408,Carlos eugenio,Carlose13905057,,0,66,5
527962456,èm.,mariemqd,,339,346,103
1126932973821915136,oioi,ICAAAAAANT,,973,37,31
1097121919147552769,たいへんさん,QtA0d7nMz3IUNgb,,0,43,1
159865370,ねね,syuimare,空想的パリ☆,158,1235,1
268207940,Abis,abis_opiyo,"Nairobi, Kenya",4077,695,499
1211501395326554112,Payedyedyed,payedsyawan,Malaysia,7,50,3
1213012606333509633,09221041435,CPS5HJQ9k0UZaEr,,0,21,0
2971477499,Mitch Mrefu,mitch_mrefu,Kenya,920,2174,439
1210831794859151360,zayaan,zayaan393,"Cape Town, South Africa",4,50,0
1210738303554785280,Nlechoppa,Nlechop48989156,"Miami, FL",0,211,4
1213012350262865922,Cajee.,caj3e,,17,208,58
1162588949728002048,Aroha Aria,DattaAbanti,,22,569,17
1212619707116703744,Ali,Ali54898236,,0,32,0
1213007852249309189,Adam Peeler,AdamPeeler7,,5,209,17
1213012354381729792,Cruz,Cruz46057071,,0,16,0
1021668731758374913,Neil Patel,NeeNee251103,"Auckland, New Zealand",18,58,1
1213011511259435013,fares bougacha,BougachaFares,,0,17,1
1212994506246672384,H I M A R I,HIMARI81925651,,11,181,19
1213011496055099392,Theus R🇨🇵🥵,Matheus29175419,Ilha Do Governador,3,8,1
1212861646734942208,Leila,Leila66962600,,0,22,0
1213010680258781184,Miguel Vasquez,DatFooGuel,,1,29,1
1212617545137586176,Lizbeth,Lizbeth89492870,,0,31,0
4469038535,ryke0ne,zpacewave,$isa st. ,2066,364,101
701702270036090880,walter omar gentile,gentile_jesus,,5140,1139,168
1212377588489846784,Emre Filiz,emrefiliiiz,,5,132,1
1103320200416505857,nabchaos,NateOrtiz72,,346,523,26
2952612220,Jahlil Young.,yjahlil,,7881,702,791
1212939817832468481,Phyo Wai Htet,PhyoWaiHtet8,Myanmar,3,171,9
1213009308855623680,thealien,Magdiel20542909,,0,10,0
940315476709859328,Henrisantos_02,HenriSantos03,,580,165,842
1213007524246327296,𝐸𝓃𝒹𝒾𝒾🥴🦋,EndiaBoddie2,,1,76,2
1212628118168408064,mdlr311,mdlr311,,0,255,5
1213008648638623744,Seipobi Kgomotjo,SeipobiK,,0,8,0
953068645617405953,LetterAfterI,LetterAfteri100,,1,7,0
1207231384080637952,Azzyen Suwal,AzzyenS,,7,50,8
1208313210274639872,篠澤宏樹,jmkHoZmVCdGYWd6,,0,17,1
1213000010414972928,_.Fuck._,Fuck35319586,,6,21,1
973202960174870530,グリズリー,xORWw24a4RwRBiu,,3,250,4
1213003354982371328,k_k_mm,kkmm71502500,,0,5,0
1142046547061776385,Prick•∆•,Prick06027048,ไม่บอก,43,106,4
1212847122615169024,Basit Hazard,BasitHazard,,5,201,9
1213005096088301570,Lalo⭑,valleygh0st,,0,114,6
2152528460,Muu Yotaro,Yotaro_Muu,大阪出身,4,112,16
1213006482771345409,Ruth Joy Saladino,RSaladino,,0,80,6
1213003127361638401,Madison Walker,Madison20952283,,1,73,5
1180770095364227072,the_Urban_doc,doc_urban,Kampala,49,229,53
1213007634464272391,BruhMoment,BruhMomentol,,0,16,0
1213005599744520192,josh belk,joshbelk4,,0,94,1
3386863575,Angel Y. Rivera,AngelYRivera23,"Waukesha, WI📍",1371,158,303
1210253030848974849,kareem adel casillas,casillas_kareem,,0,464,1
1212975913861697538,Shey M,Sheymoniquee,"Bronx, NY",28,435,24
1212977435064463362,andy j,andy_j2020,Indonesia,12,58,0
1213003011355602944,Mobi,MobinaRhmt,,10,59,19
1212853167538311168,KHUN.NIFEE,nifee_khun,,2,50,0
1213003017311506433,Themba Qwabe,ThembaQwabe3,,0,19,0
1212613845518127104,Kevin Ramon,KevRamHdez,,0,150,9
979362360648523782,Valdo Zumaya,ValdoZumaya,"Poza Rica de Hidalgo, Veracruz",17,256,8
1209659641635885056,Falljoker,Falljoker2,,0,130,0
